Title,Description,Date,Location,Source,URL,Organiser
Presentation Skills,This Presentation Skills training course is designed to help delegates prepare effective presentations using a range of different techniques.,Thu Dec 09 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=25&CourseTypeID=1,Business Link
Start Online Business - A - Z System,"During this event delegates will be provided with an overview of the foundation for business success, steps for starting a business and what it takes to start an online business.",Thu Dec 09 00:00:00 +0000 2010,"Westminster Reference Library, London WC2",Business Link,http://www.businessservicessupport.com/free_services.php,Business Link
Contracts of Employment,"This workshop will cover concerns around a contract, what the law says about contracts and how contracts link to policies in a company handbook.",Thu Dec 16 00:00:00 +0000 2010,Aylesbury Enterprise and Innovation Centre,Business Link,http://www.totalhumanresources.com/employmentlawtraining.html,Business Link
Starting a Business - is it for me?,A look at the day-to-day realities of starting a business and the skills and qualities that you will need.,Fri May 07 00:00:00 +0100 2010,South East,Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=210&r.lc=en&type=EVENTS&itemId=5000844318,Business Link
Starting a Business - managing money and making a profit,"This workshop is designed to support you as you start or develop your new business and focus on the financial side. It will give you invaluable insight into financial issues, guidance on how to successfully manage them and a better understanding on how to make a profit",Fri May 07 00:00:00 +0100 2010,South East,Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=210&r.lc=en&type=EVENTS&itemId=5000845412,Business Link
Using IT and the Web,This workshop will provide delegates with information on the essentials of owning and running a computer for business purposes.,Mon May 24 00:00:00 +0100 2010,"City Training Services, Bradford",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7761,Business Link
Becoming a Director - Guide to Tax and National Insurance,"This event will give you an overview of the tax, National Insurance and VAT responsibilities of a director to HMRC.  It also covers directors' expenses and benefits, some basics about dividends, keeping records and the special rules for calculating directors' National Insurance.",Mon May 24 00:00:00 +0100 2010,"Beeches Road, Chelmsford",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/central.htm,Business Link
Financial Forecasting,This workshop will provide delegates with information on the financial issues involved in starting and running a business.,Mon May 24 00:00:00 +0100 2010,Beverley Conference Centre,Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7795,Business Link
"Innovation, Leadership, Sales and Growth in 2010",During this three-day workshop delegates will be provided with advice on how to survive and prosper in different economic climates.,Mon May 24 00:00:00 +0100 2010,"London Excel, Royal Victoria Docks",Business Link,http://www.blakpearl.com/special,Business Link
Using IT and the Web,This workshop will provide delegates with information on the essentials of owning and running a computer for business purposes.,Mon May 24 00:00:00 +0100 2010,"Innovate, Colburn",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7464,Business Link
Becoming a Director,"This workshop offers a brief guide to the obligations to HMRC arising from becoming a director, in terms of tax, NICs and VAT.",Mon May 24 00:00:00 +0100 2010,"Brest Road, Plymouth",Business Link,http://www.hmrc.gov.uk/advice-teams-area/south.htm,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Mon May 24 00:00:00 +0100 2010,"New North Road, Exeter",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Exploring Self Employment,This workshop will provide delegates with advice on the basic principles of setting up and running a business.,Mon May 24 00:00:00 +0100 2010,"The Showroom, Sheffield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7503,Business Link
Improve Your Search Engine Ranking,"Find out how search engine optimisation techniques can help you improve your search engine ranking, attract more visitors and improve your website's performance",Tue Jun 01 00:00:00 +0100 2010,"George House, 36 North Hanover Street, GLASGOW G1 2AD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001509748,Business Link
IT For Business - Start Up Workshop,Effective IT and ebusiness adoption can significantly help companies operate more effectively and take advantage of new opportunities that may otherwise not exist,Tue Jun 01 00:00:00 +0100 2010,"Express by Holiday Inn, Halbeath, DUNFERMLINE KY11 8DY",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001511085,Business Link
Marketing and Market Research - Start Up Workshop,"Getting the marketing right for your business is crucial to its success.  This workshop will help you to understand your competitors, identify your customers and understand the things you need to consider for effective marketing",Tue Jun 01 00:00:00 +0100 2010,"Business Gateway, Ellangowan Court, MILNGAVIE G62 8PH",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001517289,Business Link
Marketing Your Business,This workshop will help you create a realistic marketing plan designed to improve your marketing efforts and ultimately lead to more sales,Tue Jun 01 00:00:00 +0100 2010,"Business Gateway, 1 Aurora Avenue, CLYDEBANK G81 1XQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001517430,Business Link
Introduction to AutoCAD Architecture 2010,"AutoCAD Architecture software, the version of AutoCAD software created for architects, supports a faster way of working. Purpose-built features for architectural design and drafting help you create construction documents more efficiently within the familiar AutoCAD environment",Tue Jun 01 00:00:00 +0100 2010,"University of Wolverhampton, Wulfruna Street, Wolverhampton, WV1 1LY",Business Link,http://www.wmcce.org/node/376,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Wed Jun 02 00:00:00 +0100 2010,"Business Gateway, Apex House, 99 Haymarket Terrace, EDINBURGH EH12 5HD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001508892,Business Link
Starting a Consultancy Business,A workshop for professional start ups interested in creating a consultancy business.,Wed Jun 02 00:00:00 +0100 2010,"Dean Park Hotel, Chapel Level, KIRKCALDY KY2 6QW",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001510982,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Wed Jun 02 00:00:00 +0100 2010,"Business Gateway, 5 Killoch Place, AYR KA7 2EA",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001511667,Business Link
Search Engine Optimisation 2010,During this workshop delegates will learn how to get the most from their website including getting onto the front page of Google.,Wed Jun 02 00:00:00 +0100 2010,"Cedar Court Hotel, Wakefield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7270,Business Link
IT For Business - Start Up Workshop,Effective IT and ebusiness adoption can significantly help companies operate more effectively and take advantage of new opportunities that may otherwise not exist,Wed Jun 02 00:00:00 +0100 2010,"George House, 36 North Hanover Street, GLASGOW G1 2AD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001509733,Business Link
How VAT Works,"This workshop will help you use VAT correctly in your business.  It explains what VAT is, how it works and what to do once you are registered for VAT. You will learn how to account for VAT with the standard method, correct mistakes, claim back VAT on expenses before registration, and complete a VAT return online.  The other VAT schemes available will also be explained.",Tue Jul 06 00:00:00 +0100 2010,"Mote Road, Maidstone",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
How VAT Works,"This workshop will help you use VAT correctly in your business.  It explains what VAT is, how it works and what to do once you are registered for VAT. You will learn how to account for VAT with the standard method, correct mistakes, claim back VAT on expenses before registration, and complete a VAT return online.  The other VAT schemes available will also be explained.",Wed Jul 07 00:00:00 +0100 2010,"New North Road, Exeter",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
